evaluation,de-identified
2.25.69145722773730117407526060112194682358,1.3.6.1.4.1.14519.5.2.1.8700.9668.150605669123251551664466695245
2.25.69192947116137557237270379951512206838,1.3.6.1.4.1.14519.5.2.1.8700.9668.339306585313225283696719663523
2.25.69333419044416160479145421343177686518,1.3.6.1.4.1.14519.5.2.1.8700.9668.281722571016764683276825153884
2.25.69369034876452010298145535122891980278,1.3.6.1.4.1.14519.5.2.1.8700.9668.264608924746770653821647228080
2.25.69633824902954183426103670230188932598,1.3.6.1.4.1.14519.5.2.1.8700.9668.320931653801034912071498251933
2.25.69800629499466840134542989856907836918,1.3.6.1.4.1.14519.5.2.1.8700.9668.128760886215832728156774660765
2.25.69818187252561626254397095131741797878,1.3.6.1.4.1.14519.5.2.1.8700.9668.309674882535846873304873439166
2.25.69819202165323433980561668429745602038,1.3.6.1.4.1.14519.5.2.1.8700.9668.291911997224717861936956751659
2.25.69902447195677171520071205058363637238,1.3.6.1.4.1.14519.5.2.1.8700.9668.148935711331626400598308247718
2.25.69947263794225802856596057097030450678,1.3.6.1.4.1.14519.5.2.1.8700.9668.203278317532644692799660644946
2.25.69953964119929634191626343108910366198,1.3.6.1.4.1.14519.5.2.1.8700.9668.250189300675696390945768993878
2.25.70092454155722943111096481998658190838,1.3.6.1.4.1.14519.5.2.1.8700.9668.240626035024040243524513848054
2.25.70102711429782852343563030166188441078,1.3.6.1.4.1.14519.5.2.1.8700.9668.165215083998782573931353352531
2.25.70144676210621782735256202590362910198,1.3.6.1.4.1.14519.5.2.1.8700.9668.266603405125776686973829515944
2.25.70319587432722898970718093634080194038,1.3.6.1.4.1.14519.5.2.1.8700.9668.290181806299841592513823618032
2.25.71809961866566352850127639786322247158,1.3.6.1.4.1.14519.5.2.1.8700.9668.220760802274256928104387533201
2.25.71851851776791707262021786311463648758,1.3.6.1.4.1.14519.5.2.1.8700.9668.186244969750042827807798591328
2.25.71856244186121498076897972388070276598,1.3.6.1.4.1.14519.5.2.1.8700.9668.260882200207745898665772033371
2.25.72067506477606596504412845299360972278,1.3.6.1.4.1.14519.5.2.1.8700.9668.617265187100601002447532451484
2.25.72081487475304676160746290032557014518,1.3.6.1.4.1.14519.5.2.1.8700.9668.375858896551993129609978778625
2.25.72155417254450799070763265731214294518,1.3.6.1.4.1.14519.5.2.1.8700.9668.598364560460931526790518559958
2.25.72245281797782603395678742956882902518,1.3.6.1.4.1.14519.5.2.1.8700.9668.228684449823097979643685238669
2.25.72686877787892421390732318711469424118,1.3.6.1.4.1.14519.5.2.1.8700.9668.147713759018290890409540220621
2.25.72904824955589660871731646893569719798,1.3.6.1.4.1.14519.5.2.1.8700.9668.872376944362161519908749073279
2.25.73082298416466488415871313148640869878,1.3.6.1.4.1.14519.5.2.1.8700.9668.123361231140505722322655308550
2.25.74444303023855392930973231747631267318,1.3.6.1.4.1.14519.5.2.1.8700.9668.191153017823264616823744747873
2.25.74445094909339723003027479219414875638,1.3.6.1.4.1.14519.5.2.1.8700.9668.211557407320884940541702558466
2.25.74641411996388943177220393967633939958,1.3.6.1.4.1.14519.5.2.1.8700.9668.305201002537545179131861472250
2.25.74674369723572439427694244347814460918,1.3.6.1.4.1.14519.5.2.1.8700.9668.309511969835105686575609804876
2.25.74679378131865778647795220228634951158,1.3.6.1.4.1.14519.5.2.1.8700.9668.221731308681935993922231732385
2.25.74752473638460626354337335909495193078,1.3.6.1.4.1.14519.5.2.1.8700.9668.309911208471329880305775534180
2.25.74785860782284949917520943297886535158,1.3.6.1.4.1.14519.5.2.1.8700.9668.418960734367953163715548368184
2.25.74814559995733304459849140690736496118,1.3.6.1.4.1.14519.5.2.1.8700.9668.279725077411845474117224489227
2.25.74841757043220388550336564490288086518,1.3.6.1.4.1.14519.5.2.1.8700.9668.234505829627485761614364728909
2.25.74991567595014548129683756907379670518,1.3.6.1.4.1.14519.5.2.1.8700.9668.275066044406946321571215958582
2.25.74995235462798145997192650024560475638,1.3.6.1.4.1.14519.5.2.1.8700.9668.235883256508123117470983669289
2.25.75014992985825140666380040047175515638,1.3.6.1.4.1.14519.5.2.1.8700.9668.207911785361732013500182380114
2.25.75028642809803910697782343766659153398,1.3.6.1.4.1.14519.5.2.1.8700.9668.307352538445745206418561543970
2.25.75137439714850123628809174254700051958,1.3.6.1.4.1.14519.5.2.1.8700.9668.205784496773682507965873602392
2.25.75147067521158857031113541715544882678,1.3.6.1.4.1.14519.5.2.1.8700.9668.640753903859502500748015466699
2.25.75182946786835066779036154028894043638,1.3.6.1.4.1.14519.5.2.1.8700.9668.331746766841865658572309777828
2.25.75194310086043675141655508069970984438,1.3.6.1.4.1.14519.5.2.1.8700.9668.209779113300321948691823684317
2.25.75222900756909385141841202307608985078,1.3.6.1.4.1.14519.5.2.1.8700.9668.334461639225328681139141156308
2.25.75714391078503373674816000332639354358,1.3.6.1.4.1.14519.5.2.1.8700.9668.221014175036347460740552081825
2.25.75742605019456328348076437268793507318,1.3.6.1.4.1.14519.5.2.1.8700.9668.879770415465975004892020133479
2.25.77110343368966390173290000643469721078,1.3.6.1.4.1.14519.5.2.1.8700.9668.236360246718219403644931022827
2.25.771537660083880997220861858922741238,1.3.6.1.4.1.14519.5.2.1.8700.9668.647164658363610006256450846240
2.25.77168008002489147186120709736842771958,1.3.6.1.4.1.14519.5.2.1.8700.9668.121292930285872028991664305008
2.25.77423848019612896443182590151790018038,1.3.6.1.4.1.14519.5.2.1.8700.9668.110007973436845674250089020738
2.25.77431297843734112718846511089440112118,1.3.6.1.4.1.14519.5.2.1.8700.9668.271889880752704258943141330600
2.25.77525688691990356965368707480991415798,1.3.6.1.4.1.14519.5.2.1.8700.9668.328458588834163948464286381549
2.25.77526118900912809420721840424641740278,1.3.6.1.4.1.14519.5.2.1.8700.9668.300233424260497990808116976205
2.25.77541850841002454318916102479140208118,1.3.6.1.4.1.14519.5.2.1.8700.9668.351988891548023935020788578415
2.25.77747745424477211337559012787795639798,1.3.6.1.4.1.14519.5.2.1.8700.9668.185391588509824722951359019633
2.25.77878050794941984179634050619754003958,1.3.6.1.4.1.14519.5.2.1.8700.9668.311073749902705310567878016359
2.25.77935861604424580010167619801715424758,1.3.6.1.4.1.14519.5.2.1.8700.9668.215465603580447218968458395799
2.25.77957644199285439275823900807701052918,1.3.6.1.4.1.14519.5.2.1.8700.9668.154829816266396251807917550481
2.25.77972547016654372397725246424759254518,1.3.6.1.4.1.14519.5.2.1.8700.9668.283536166153946627372769529399
2.25.77991754696233518072409737252358962678,1.3.6.1.4.1.14519.5.2.1.8700.9668.123732139276885960242074928013
2.25.78049746938208271568276395649966652918,1.3.6.1.4.1.14519.5.2.1.8700.9668.824540023015975803511245539017
2.25.78102322350711924811381783447689870838,1.3.6.1.4.1.14519.5.2.1.8700.9668.304082579536978009050299475991
2.25.78115137505998607067987539181656718838,1.3.6.1.4.1.14519.5.2.1.8700.9668.131257354922106146846041241137
2.25.78185349503618748123962937830444482038,1.3.6.1.4.1.14519.5.2.1.8700.9668.756549614131166310536013119517
2.25.78219431082287509214065552631560519158,1.3.6.1.4.1.14519.5.2.1.8700.9668.332415955359462640587442836180
2.25.78284742818056143020760790587020000758,1.3.6.1.4.1.14519.5.2.1.8700.9668.225805042403451631020918184938
2.25.79885223402331358049375900541082254838,1.3.6.1.4.1.14519.5.2.1.8700.9668.115720449290198493715715742207
2.25.79967182559607489078686293951386336758,1.3.6.1.4.1.14519.5.2.1.8700.9668.270941508791306319187364065435
2.25.80205607434328977891701737470610226678,1.3.6.1.4.1.14519.5.2.1.8700.9668.317038153331101423104354247206
2.25.80260504628135111651220304073798041078,1.3.6.1.4.1.14519.5.2.1.8700.9668.136789473999725369243809003484
2.25.80301233845779632090568705180067020278,1.3.6.1.4.1.14519.5.2.1.8700.9668.274440067443453147893842476078
2.25.80349321379017664830271106680723455478,1.3.6.1.4.1.14519.5.2.1.8700.9668.313309391778265051962191805493
2.25.80521566573450176070772974970511932918,1.3.6.1.4.1.14519.5.2.1.8700.9668.235397520724862110155585348065
2.25.80557706499781057748366270043457699318,1.3.6.1.4.1.14519.5.2.1.8700.9668.329941491832292204063116314642
2.25.80651935326444960324318087637630565878,1.3.6.1.4.1.14519.5.2.1.8700.9668.339124192484324882675722601327
2.25.80669153983004185392807292544357088758,1.3.6.1.4.1.14519.5.2.1.8700.9668.247786121276231861435856750081
2.25.80766575704617412821564129959728496118,1.3.6.1.4.1.14519.5.2.1.8700.9668.223263323892052341713748710484
2.25.80888618370013573035871537093106318838,1.3.6.1.4.1.14519.5.2.1.8700.9668.318991206322638676767285804099
2.25.8126358103206864579968317055009668598,1.3.6.1.4.1.14519.5.2.1.8700.9668.300766056009936133105694389991
2.25.82622333786062525830444206166690610678,1.3.6.1.4.1.14519.5.2.1.8700.9668.201292550644435620318652356552
2.25.82648214457629435418962513233507368438,1.3.6.1.4.1.14519.5.2.1.8700.9668.318657688244250475635209936743
2.25.82695355214325422699830671883957288438,1.3.6.1.4.1.14519.5.2.1.8700.9668.291414526845967603065801483471
2.25.82833837723443292764188739387029831158,1.3.6.1.4.1.14519.5.2.1.8700.9668.280191571952069004894718523466
2.25.82937866281528584696057502432419757558,1.3.6.1.4.1.14519.5.2.1.8700.9668.337258224928354694973050407757
2.25.83131217066173270813450914895138242038,1.3.6.1.4.1.14519.5.2.1.8700.9668.914186854754074105814029740863
2.25.83185840922818730361004783771697397238,1.3.6.1.4.1.14519.5.2.1.8700.9668.830935079568754106305560537541
2.25.83214558358744463184130627679655935478,1.3.6.1.4.1.14519.5.2.1.8700.9668.212661649247242627044302898097
2.25.8328411309222117492203004385233059318,1.3.6.1.4.1.14519.5.2.1.8700.9668.319869888684750110112295917256
2.25.83434334253681512752237199018802678,1.3.6.1.4.1.14519.5.2.1.8700.9668.121511578499172066713778617932
2.25.8391066920842460586980418779757526518,1.3.6.1.4.1.14519.5.2.1.8700.9668.204511851802695334059386301908
2.25.8395956883032840981896692312372264438,1.3.6.1.4.1.14519.5.2.1.8700.9668.325992552429712663740587546523
2.25.8404152244163316484977368498595020278,1.3.6.1.4.1.14519.5.2.1.8700.9668.284279394206624517413966265257
2.25.8418975041088110199897744636263382518,1.3.6.1.4.1.14519.5.2.1.8700.9668.300710988470634401083339157520
2.25.8438610552744832902005240601194905078,1.3.6.1.4.1.14519.5.2.1.8700.9668.160654968276078438163686565764
2.25.8453231317855215242864753201789910518,1.3.6.1.4.1.14519.5.2.1.8700.9668.791436151587505258771165367275
2.25.8480591179216266146565931734159441398,1.3.6.1.4.1.14519.5.2.1.8700.9668.190762373396751747072798590042
2.25.85095975272901445841383749030373866998,1.3.6.1.4.1.14519.5.2.1.8700.9668.145231306144910039374154016175
2.25.85118432495566114067874639063096606198,1.3.6.1.4.1.14519.5.2.1.8700.9668.242040914570392072080974684426
2.25.8514162924659247945656132079955066358,1.3.6.1.4.1.14519.5.2.1.8700.9668.255317240397828889808890756154
2.25.85345188250371689457927617461595258358,1.3.6.1.4.1.14519.5.2.1.8700.9668.141090981052877248634763016667
2.25.85435528558819391940190343918685634038,1.3.6.1.4.1.14519.5.2.1.8700.9668.112362191879282821624656089287
2.25.85696473246453935248523376370353028598,1.3.6.1.4.1.14519.5.2.1.8700.9668.739623976894552104320250326173
2.25.85748949623754445661206772238138326518,1.3.6.1.4.1.14519.5.2.1.8700.9668.270987125284641797055168284365
2.25.85868597617938612235910414505617243638,1.3.6.1.4.1.14519.5.2.1.8700.9668.254755247360814864733663231109
2.25.85899891157568496363973112495120956918,1.3.6.1.4.1.14519.5.2.1.8700.9668.326042757497147153134270553336
2.25.85917027416838706597551220116139130358,1.3.6.1.4.1.14519.5.2.1.8700.9668.145120322741493173370604298762
2.25.85963593373215652890650137605229362678,1.3.6.1.4.1.14519.5.2.1.8700.9668.888940886033160423828776457069
2.25.86064116481250501196902074298536672758,1.3.6.1.4.1.14519.5.2.1.8700.9668.271885719826620292047753338789
2.25.86171673861694178462367253791474564598,1.3.6.1.4.1.14519.5.2.1.8700.9668.160247636390763813304925728443
2.25.86174512606757064553583230471215103478,1.3.6.1.4.1.14519.5.2.1.8700.9668.355746829704781875623408025130
2.25.86249723901431855689260781743269068278,1.3.6.1.4.1.14519.5.2.1.8700.9668.325700020314382785832679230473
2.25.86267404458178538918838157011226050038,1.3.6.1.4.1.14519.5.2.1.8700.9668.149742650129187814818957369497
2.25.86304438870464206640802883195371109878,1.3.6.1.4.1.14519.5.2.1.8700.9668.231898466681408690894947337786
2.25.8674874875474557726534508176893132278,1.3.6.1.4.1.14519.5.2.1.8700.9668.193051182858640908136882968657
2.25.8676136187821784814788997396582481398,1.3.6.1.4.1.14519.5.2.1.8700.9668.151986779945270471053584321154
2.25.8689486925487063498316885487653600758,1.3.6.1.4.1.14519.5.2.1.8700.9668.150683762138725649215808484809
2.25.87768935405726438930945938054834666998,1.3.6.1.4.1.14519.5.2.1.8700.9668.183079332305829401800741384420
2.25.8782924262807448573536143577762610678,1.3.6.1.4.1.14519.5.2.1.8700.9668.306877518984424287749479086697
2.25.878742871345182357705438049001389558,1.3.6.1.4.1.14519.5.2.1.8700.9668.223473960372840886959712548853
2.25.8794358075080694631415955872955350518,1.3.6.1.4.1.14519.5.2.1.8700.9668.499574177757514214244679467873
2.25.88007134876325574661920927941519850998,1.3.6.1.4.1.14519.5.2.1.8700.9668.205522309616817568464697301834
2.25.88028047149821214733828743867211038198,1.3.6.1.4.1.14519.5.2.1.8700.9668.339415257174726109893676849082
2.25.88045524090190236304058503727215656438,1.3.6.1.4.1.14519.5.2.1.8700.9668.841594581916493115820750665413
2.25.88101849371625689678262193960108277238,1.3.6.1.4.1.14519.5.2.1.8700.9668.219490660576173608019356029671
2.25.88105536650309103540533797495556914678,1.3.6.1.4.1.14519.5.2.1.8700.9668.902490823515437913447792903119
2.25.88132886212009027589871088867212901878,1.3.6.1.4.1.14519.5.2.1.8700.9668.117428591969621246027394809835
2.25.88210318668219906126253075143914536438,1.3.6.1.4.1.14519.5.2.1.8700.9668.127704536465774507135937541023
2.25.88225800643456818520462229567249694198,1.3.6.1.4.1.14519.5.2.1.8700.9668.741549831335507006918650444784
2.25.88322274796246375347741448196975082998,1.3.6.1.4.1.14519.5.2.1.8700.9668.605307504672021466849726051035
2.25.88371707227543087724574500106188471798,1.3.6.1.4.1.14519.5.2.1.8700.9668.755609460154017204275903844891
2.25.88379394736151846793251201675689573878,1.3.6.1.4.1.14519.5.2.1.8700.9668.265709927480032562425227832946
2.25.88428537588514569533930349181764484598,1.3.6.1.4.1.14519.5.2.1.8700.9668.369513556228480164506435999795
2.25.8843567479099929354138681955948543478,1.3.6.1.4.1.14519.5.2.1.8700.9668.158040204547533002099750652741
2.25.88485919773637963194397537290954587638,1.3.6.1.4.1.14519.5.2.1.8700.9668.147606015013711375118141308667
2.25.88694050968140497895290713345328004598,1.3.6.1.4.1.14519.5.2.1.8700.9668.776736164056123726593207201187
2.25.88724849331754667871243451685142117878,1.3.6.1.4.1.14519.5.2.1.8700.9668.112200196014944329464368701519
2.25.88854790252671875097365559214928936438,1.3.6.1.4.1.14519.5.2.1.8700.9668.848192111586947462627607556219
2.25.88859442530374712699269052115692666358,1.3.6.1.4.1.14519.5.2.1.8700.9668.432491373689953328015038807342
2.25.88962835282455827659828626970881146358,1.3.6.1.4.1.14519.5.2.1.8700.9668.154745832179862699213240103287
2.25.88991919148633188955515841019609988598,1.3.6.1.4.1.14519.5.2.1.8700.9668.114143524618601566810605087909
2.25.8900033390523845547541600729353010678,1.3.6.1.4.1.14519.5.2.1.8700.9668.105031893204397602979261337000
2.25.8916806388668927879131841951358893558,1.3.6.1.4.1.14519.5.2.1.8700.9668.125006716459946098643030527056
2.25.8917845069879489884597693312547798518,1.3.6.1.4.1.14519.5.2.1.8700.9668.330319901751244396052300708227
2.25.8921109666315890146628235291021393398,1.3.6.1.4.1.14519.5.2.1.8700.9668.145078446324817919498592181246
2.25.9070672630102192649920447883268177398,1.3.6.1.4.1.14519.5.2.1.8700.9668.138372932859046647994092249184
2.25.90822001363311491749190289470866963958,1.3.6.1.4.1.14519.5.2.1.8700.9668.212838533057953271194526666070
2.25.90842230690046258862508049047706254838,1.3.6.1.4.1.14519.5.2.1.8700.9668.329639470992589628574521056840
2.25.9107686839206419234479087713705901558,1.3.6.1.4.1.14519.5.2.1.8700.9668.303741468982404883866864598693
2.25.91289985481369123195844458941272145398,1.3.6.1.4.1.14519.5.2.1.8700.9668.273674835802712540675903178232
2.25.91447656259166322940124306853676563958,1.3.6.1.4.1.14519.5.2.1.8700.9668.227360406101157746564309832451
2.25.9168467516360862263707350890645667318,1.3.6.1.4.1.14519.5.2.1.8700.9668.737879141720656800187939456785
2.25.91697046311579785937462696855626956278,1.3.6.1.4.1.14519.5.2.1.8700.9668.189486086578910826334488771559
2.25.9172268487457484095303401161663036918,1.3.6.1.4.1.14519.5.2.1.8700.9668.197980189101220743031713302990
2.25.9263560722277795463582314049316699638,1.3.6.1.4.1.14519.5.2.1.8700.9668.140932323480704470288542237667
2.25.93110749671854123360774530688530103798,1.3.6.1.4.1.14519.5.2.1.8700.9668.264537982001607703474224452666
2.25.93382051857174156445961167140824923638,1.3.6.1.4.1.14519.5.2.1.8700.9668.262067036178960049545819705532
2.25.93385377855436505262853344115860028918,1.3.6.1.4.1.14519.5.2.1.8700.9668.516215421271868476679578877869
2.25.93450037939568459245371875172327996918,1.3.6.1.4.1.14519.5.2.1.8700.9668.397742934376282338899830193231
2.25.93468091660960584659979316032291061238,1.3.6.1.4.1.14519.5.2.1.8700.9668.312078285861273881959059668430
2.25.93556599025868519636791815850090413558,1.3.6.1.4.1.14519.5.2.1.8700.9668.176531169010172064755258429656
2.25.93660099528250653996850517925051350518,1.3.6.1.4.1.14519.5.2.1.8700.9668.127399944525639379248684510664
2.25.93675275682780261330716561268738211318,1.3.6.1.4.1.14519.5.2.1.8700.9668.211609405438259012814968819828
2.25.93790965041824402687792342112738590198,1.3.6.1.4.1.14519.5.2.1.8700.9668.158411926593039913132650441594
2.25.93816909888202948830424099950155120118,1.3.6.1.4.1.14519.5.2.1.8700.9668.383508047741791794964500308754
2.25.93931133526240576297254400231074282998,1.3.6.1.4.1.14519.5.2.1.8700.9668.878251186512947078951009101822
